1,94.7439024390244,181.731707317073
1,129.705223880597,193.399253731343
1,115.5,119
1,125.095238095238,168.428571428571
1,131.261904761905,287.063492063492
1,133.12,241.06
1,140.686868686869,128.649831649832
1,156.232653061224,273.481632653061
1,159.5,247.5
1,190.644171779141,110.911656441718
1,180.771428571429,281.428571428571
1,188.5,275.5
1,190.177777777778,285.666666666667
1,196.014492753623,297.217391304348
1,230.6699669967,274.124312431243
1,248.518796992481,137.586466165414
1,246.5,164.5
1,270.428282828283,229.385858585859
1,265.699029126214,275.601941747573
1,282.895104895105,247.251748251748
1,277.166666666667,270.833333333333
1,293.202729044834,183.647173489279
2,103.090909090909,162.909090909091
2,138.564315352697,272.697925311203
2,129.300925925926,215.566358024691
2,138.894409937888,158.204968944099
2,160.63,171.93
2,180.589743589744,138.679487179487
2,188.619047619048,104.238095238095
2,190.666666666667,139.666666666667
2,191.333333333333,282.888888888889
2,224.227626459144,288.126459143969
2,242.333333333333,168.888888888889
2,266.307392996109,182.369649805447
2,269.5,237
2,285.001620745543,252.39546191248
2,274.55,153.1
2,283.375,208.74537037037
3,133.882352941176,113.588235294118
3,142.852534562212,249.645161290323
3,189.436363636364,296.593181818182
3,179.454545454545,278.636363636364
3,208.848263254113,104.943327239488
3,246.209205020921,119.286610878661
3,252.266666666667,187.8
3,260.5,173.5
3,281.791240875912,175.944525547445
3,269,254.666666666667
4,108.5,157.5
4,128.95,105.7
4,148.75,281.258695652174
4,183.786885245902,294.950819672131
4,189,274
4,205.95564516129,110.022177419355
4,249.882602545969,158.649222065064
4,247.35752688172,254.462365591398
4,254.813186813187,213.901098901099
4,269.882352941176,152.588235294118
4,282.916201117318,217.938547486034
5,105.422222222222,195.044444444444
5,133.777064955894,258.92943063352
5,128.663865546218,192.756302521008
5,139.666666666667,133.888888888889
5,192.402877697842,112.489208633094
5,191.8,281.8
5,233.092772384035,281.039913700108
5,265.983026874116,186.50495049505
5,271.714285714286,231.5
5,289.312138728324,250.023121387283
6,116.700598802395,203.241516966068
6,114.428571428571,233.428571428571
6,120.6875,158.578125
6,136.86013986014,236.296037296037
6,149.717741935484,159.962365591398
6,171.038461538462,290.948717948718
6,198.964646464646,103.213383838384
6,191.198581560284,285.063829787234
6,202.243902439024,128
6,204.245901639344,262.516393442623
6,204.69696969697,241.090909090909
6,262.553674832962,265.746102449889
6,217.415094339623,244.679245283019
6,235.993366500829,122.021558872305
6,267.333333333333,127.185185185185
6,280.898847631242,189.021766965429
7,127.544506816359,197.200481154771
7,146.985337243402,149.038123167155
7,142.539074960128,278.920255183413
7,164.105263157895,274.578947368421
7,185.309523809524,283.680272108844
7,191.412751677852,120.271812080537
7,201.5,132.5
7,215.033898305085,89.5593220338983
7,215.5,135
7,217.575757575758,110.060606060606
7,225.548387096774,279.58064516129
7,264.7,269.452941176471
7,265.788235294118,129.478431372549
7,265.833333333333,164.166666666667
7,284.866666666667,235.981481481481
7,279.576576576577,185.477477477477
7,285.722222222222,166.111111111111
8,109.107142857143,232.821428571429
8,117.42380952381,198.107142857143
8,137.230088495575,237.529498525074
8,173.427419354839,273.159677419355
8,179,252.708333333333
8,204.606299212598,111.661417322835
8,204.654545454545,282.072727272727
8,231.329113924051,281.867088607595
8,260.315656565657,125.213804713805
8,257.136363636364,234.681818181818
8,284.995447647951,178.100151745068
8,286.125,246.875
9,122.436426116838,196.876288659794
9,123.791208791209,159.582417582418
9,128.333333333333,219.666666666667
9,142.598233995585,256.823399558499
9,142.615384615385,187.384615384615
9,198.384905660377,131.098113207547
9,246.439111111111,123.675555555556
9,238.222222222222,280.5
9,239.5,152.5
9,276.090163934426,173.524590163934
9,292.505703422053,238.334600760456
10,122.413422818792,214.081879194631
10,115,191
10,133.727272727273,150.742424242424
10,139.5,257
10,139,276
10,143.730769230769,140.871794871795
10,161.988461538462,253.073076923077
10,177.753086419753,128.565843621399
10,187.818181818182,306.818181818182
10,201.054373522459,278.671394799054
10,218.542553191489,138.86170212766
10,237.395454545455,124.527272727273
10,233.4,265.96
10,251.242424242424,264.424242424242
10,251.5,124.285714285714
10,262.5,166.333333333333
10,284.968299711816,232.899135446686
11,99.5,213
11,113.424242424242,212.575757575758
11,140.793345008757,255.31173380035
11,177.976744186047,286.891472868217
11,201.18,106.62
11,215.5,105
11,264.285714285714,132.479305740988
11,281.183800623053,173.526479750779
11,295.51282051282,218.410256410256
11,305.5,213.5
12,119.298642533937,249.497737556561
12,144.39795221843,142.126279863481
