1,5
1,11
1,19.5
1,26.5
1,31.5
120.566631481726,115.777048423275
8.5,53.5
12.5,183
16.8333333333333,98.8333333333333
19.6666666666667,177.333333333333
23.4324324324324,31.9459459459459
23.6666666666667,134.666666666667
26.5,133
33.1832061068702,14.0687022900763
28,67
33,155
35.5,152.5
37.2857142857143,98.5714285714286
38.5,92
40.1538461538462,106.153846153846
43.1875,210.0625
41,150
43.25,206
46,215
47.3333333333333,76.3333333333333
47,226
51,204.1
50.7142857142857,217.964285714286
56.6,149.6
67.5,62
69,130
73,87.5
72,92
77.2236842105263,135.302631578947
73,67
76,91.1666666666667
75,141
76,148
77.7777777777778,96.2222222222222
78.5294117647059,146.176470588235
78.5,174
86.3333333333333,136.166666666667
88,154
88.5,184
92,162
93,133
93,165
96.6923076923077,154.076923076923
95.5,87.5
101.5,52.5
105.589285714286,58.125
102,84.5
102,45
107.024390243902,76
105.333333333333,134.166666666667
105,84.5
109.142857142857,110.714285714286
125.141700404858,68.1012145748988
118.263157894737,129.013157894737
112.666666666667,56.6666666666667
114.2,120.6
115,111
119.153846153846,166.666666666667
123.078651685393,110.943820224719
119.833333333333,140.944444444444
117,109
119.714285714286,80.7142857142857
118,161
121,183.5
123,157
124.8,182.6
126.833333333333,99.3333333333333
125,126.5
125.6,167.2
125,173.5
126.5,120
128.166666666667,173.833333333333
128.333333333333,103.666666666667
129.571428571429,123.428571428571
130,167
132.375,100.9375
133.6,129.4
134,137
135.666666666667,133.333333333333
136,106
137.785714285714,137.571428571429
141.157894736842,53.4736842105263
138.5,76.5
141.413793103448,124.896551724138
139.5,110.5
141.833333333333,83.1666666666667
141,156
142.666666666667,90.3333333333333
142.6,114.8
142,119
144.230769230769,60.1538461538462
146.45,155.9
144.666666666667,201.333333333333
148.5,150
150.5,67
150,90
151,149.5
154,169
155.2,173
158.666666666667,126.666666666667
165.468468468468,154.621621621622
160.5,106
162.444444444444,137.111111111111
162.5,167
165.666666666667,108.888888888889
164,92
164.333333333333,118.666666666667
171.951219512195,123.109756097561
167,129
174.25,131.416666666667
173,136.5
174.757575757576,146.030303030303
172,157
173,154
178.5,175
179,144
184.4,178
184,164
185,98
188.333333333333,171.333333333333
